FilePath,CodeLines,CommentLines,BlankLines,TotalLines,CommentDensityPct
.\server\src\main\java\io\crate\planner\optimizer\symbol\rule\SimplifyEqualsOperationOnIdenticalReferences.java,46,25,9,80,31.25
.\server\src\main\java\io\crate\planner\optimizer\symbol\rule\SwapCastsInComparisonOperators.java,82,31,11,124,25.0
.\server\src\main\java\io\crate\planner\optimizer\symbol\rule\SwapCastsInLikeOperators.java,55,21,10,86,24.41860465116279
.\server\src\main\java\io\crate\planner\optimizer\symbol\Rule.java,14,20,6,40,50.0
.\server\src\main\java\io\crate\planner\optimizer\tracer\LoggingOptimizerTracer.java,38,20,12,70,28.571428571428573
.\server\src\main\java\io\crate\planner\optimizer\tracer\OptimizerTracer.java,25,20,12,57,35.08771929824562
.\server\src\main\java\io\crate\planner\Plan.java,44,35,9,88,39.77272727272727
.\server\src\main\java\io\crate\planner\Planner.java,622,26,94,742,3.504043126684636
.\server\src\main\java\io\crate\planner\PlannerContext.java,198,27,29,254,10.62992125984252
.\server\src\main\java\io\crate\planner\PlanPrinter.java,233,28,43,304,9.210526315789474
.\server\src\main\java\io\crate\planner\PositionalOrderBy.java,137,54,20,211,25.592417061611375
.\server\src\main\java\io\crate\planner\ReaderAllocations.java,62,20,12,94,21.27659574468085
.\server\src\main\java\io\crate\planner\ResultDescription.java,22,66,14,102,64.70588235294117
.\server\src\main\java\io\crate\planner\RoutingBuilder.java,98,58,18,174,33.333333333333336
.\server\src\main\java\io\crate\planner\selectivity\SelectivityFunctions.java,290,34,50,374,9.090909090909092
.\server\src\main\java\io\crate\planner\statement\CopyFromPlan.java,357,63,43,463,13.606911447084233
.\server\src\main\java\io\crate\planner\statement\CopyToPlan.java,227,23,30,280,8.214285714285714
.\server\src\main\java\io\crate\planner\statement\DeletePlanner.java,167,21,19,207,10.144927536231885
.\server\src\main\java\io\crate\planner\statement\SetSessionAuthorizationPlan.java,42,20,8,70,28.571428571428573
.\server\src\main\java\io\crate\planner\statement\SetSessionPlan.java,73,20,15,108,18.51851851851852
.\server\src\main\java\io\crate\planner\SubqueryPlanner.java,52,20,11,83,24.096385542168676
.\server\src\main\java\io\crate\planner\SwapTablePlan.java,58,20,11,89,22.471910112359552
.\server\src\main\java\io\crate\planner\UnionExecutionPlan.java,129,37,27,193,19.17098445595855
.\server\src\main\java\io\crate\planner\WhereClauseOptimizer.java,193,39,24,256,15.234375
.\server\src\main\java\io\crate\plugin\CopyPlugin.java,13,20,6,39,51.282051282051285
.\server\src\main\java\io\crate\profile\package-info.java,1,24,1,26,92.3076923076923
.\server\src\main\java\io\crate\profile\ProfilingContext.java,81,27,13,121,22.31404958677686
.\server\src\main\java\io\crate\profile\Timer.java,33,20,8,61,32.78688524590164
.\server\src\main\java\io\crate\protocols\ConnectionStats.java,31,20,7,58,34.48275862068966
.\server\src\main\java\io\crate\protocols\http\Headers.java,74,26,13,113,23.008849557522122
.\server\src\main\java\io\crate\protocols\http\HttpBlobHandler.java,443,40,54,537,7.4487895716946
.\server\src\main\java\io\crate\protocols\http\HttpHandler.java,78,27,14,119,22.689075630252102
.\server\src\main\java\io\crate\protocols\http\MainAndStaticFileHandler.java,217,23,20,260,8.846153846153847
.\server\src\main\java\io\crate\protocols\http\Responses.java,30,20,6,56,35.714285714285715
.\server\src\main\java\io\crate\protocols\http\StaticSite.java,84,25,14,123,20.32520325203252
.\server\src\main\java\io\crate\protocols\postgres\AuthenticationContext.java,49,36,12,97,37.11340206185567
.\server\src\main\java\io\crate\protocols\postgres\BindPostgresException.java,7,20,3,30,66.66666666666667
.\server\src\main\java\io\crate\protocols\postgres\ClientMessages.java,151,29,28,208,13.942307692307692
.\server\src\main\java\io\crate\protocols\postgres\ConnectionProperties.java,69,27,16,112,24.107142857142858
.\server\src\main\java\io\crate\protocols\postgres\DelayableWriteChannel.java,280,33,64,377,8.753315649867375
.\server\src\main\java\io\crate\protocols\postgres\FormatCodes.java,27,39,9,75,52.0
.\server\src\main\java\io\crate\protocols\postgres\JobsLogsUpdateListener.java,17,20,7,44,45.45454545454545
.\server\src\main\java\io\crate\protocols\postgres\KeyData.java,26,20,9,55,36.36363636363637
.\server\src\main\java\io\crate\protocols\postgres\Messages.java,374,188,52,614,30.618892508143322
.\server\src\main\java\io\crate\protocols\postgres\PgClient.java,534,49,66,649,7.550077041602465
.\server\src\main\java\io\crate\protocols\postgres\PgClientFactory.java,43,26,8,77,33.76623376623377
.\server\src\main\java\io\crate\protocols\postgres\PgDecoder.java,151,63,40,254,24.80314960629921
.\server\src\main\java\io\crate\protocols\postgres\PGError.java,81,20,19,120,16.666666666666668
.\server\src\main\java\io\crate\protocols\postgres\PGErrorStatus.java,283,22,9,314,7.006369426751593
.\server\src\main\java\io\crate\protocols\postgres\Portal.java,57,20,18,95,21.05263157894737
.\server\src\main\java\io\crate\protocols\postgres\PostgresNetty.java,255,24,30,309,7.766990291262136
.\server\src\main\java\io\crate\protocols\postgres\PostgresWireProtocol.java,632,219,71,922,23.752711496746205
.\server\src\main\java\io\crate\protocols\postgres\ResultSetReceiver.java,92,30,16,138,21.73913043478261
.\server\src\main\java\io\crate\protocols\postgres\RowCountReceiver.java,56,24,11,91,26.373626373626372
.\server\src\main\java\io\crate\protocols\postgres\TransactionState.java,13,20,6,39,51.282051282051285
.\server\src\main\java\io\crate\protocols\postgres\types\AnyType.java,52,22,16,90,24.444444444444443
.\server\src\main\java\io\crate\protocols\postgres\types\BaseTimestampType.java,38,30,14,82,36.58536585365854
.\server\src\main\java\io\crate\protocols\postgres\types\BigIntType.java,45,20,16,81,24.691358024691358
.\server\src\main\java\io\crate\protocols\postgres\types\BitType.java,86,28,17,131,21.374045801526716
.\server\src\main\java\io\crate\protocols\postgres\types\BooleanType.java,65,20,16,101,19.801980198019802
.\server\src\main\java\io\crate\protocols\postgres\types\CharacterType.java,60,20,18,98,20.408163265306122
.\server\src\main\java\io\crate\protocols\postgres\types\CharType.java,45,25,15,85,29.41176470588235
.\server\src\main\java\io\crate\protocols\postgres\types\DateType.java,76,23,23,122,18.852459016393443
.\server\src\main\java\io\crate\protocols\postgres\types\DoubleType.java,46,20,15,81,24.691358024691358
.\server\src\main\java\io\crate\protocols\postgres\types\IntegerType.java,45,20,16,81,24.691358024691358
.\server\src\main\java\io\crate\protocols\postgres\types\IntervalType.java,87,24,19,130,18.46153846153846
.\server\src\main\java\io\crate\protocols\postgres\types\JsonType.java,95,20,18,133,15.037593984962406
.\server\src\main\java\io\crate\protocols\postgres\types\NumericType.java,201,48,40,289,16.608996539792386
.\server\src\main\java\io\crate\protocols\postgres\types\OidType.java,45,20,15,80,25.0
.\server\src\main\java\io\crate\protocols\postgres\types\PGArray.java,256,39,35,330,11.818181818181818
.\server\src\main\java\io\crate\protocols\postgres\types\PGFloatVectorType.java,97,25,21,143,17.482517482517483
.\server\src\main\java\io\crate\protocols\postgres\types\PgOidVectorType.java,60,20,15,95,21.05263157894737
.\server\src\main\java\io\crate\protocols\postgres\types\PGType.java,132,46,39,217,21.19815668202765
.\server\src\main\java\io\crate\protocols\postgres\types\PGTypes.java,181,38,26,245,15.510204081632653
.\server\src\main\java\io\crate\protocols\postgres\types\PgUUIDType.java,47,20,15,82,24.390243902439025
.\server\src\main\java\io\crate\protocols\postgres\types\PointType.java,74,20,17,111,18.01801801801802
.\server\src\main\java\io\crate\protocols\postgres\types\RealType.java,46,20,15,81,24.691358024691358
.\server\src\main\java\io\crate\protocols\postgres\types\RecordType.java,100,21,23,144,14.583333333333334
.\server\src\main\java\io\crate\protocols\postgres\types\RegclassType.java,55,20,15,90,22.22222222222222
.\server\src\main\java\io\crate\protocols\postgres\types\RegprocType.java,59,20,18,97,20.61855670103093
.\server\src\main\java\io\crate\protocols\postgres\types\RegtypeType.java,51,20,15,86,23.25581395348837
.\server\src\main\java\io\crate\protocols\postgres\types\SmallIntType.java,46,25,15,86,29.069767441860463
.\server\src\main\java\io\crate\protocols\postgres\types\TimestampType.java,77,20,17,114,17.54385964912281
.\server\src\main\java\io\crate\protocols\postgres\types\TimestampZType.java,89,24,20,133,18.045112781954888
.\server\src\main\java\io\crate\protocols\postgres\types\TimeTZType.java,62,20,18,100,20.0
.\server\src\main\java\io\crate\protocols\postgres\types\UnknownType.java,64,20,17,101,19.801980198019802
.\server\src\main\java\io\crate\protocols\postgres\types\VarCharType.java,76,20,22,118,16.949152542372882
.\server\src\main\java\io\crate\protocols\ssl\SslConfigurationException.java,6,23,3,32,71.875
.\server\src\main\java\io\crate\protocols\ssl\SslContextProvider.java,241,21,37,299,7.023411371237458
.\server\src\main\java\io\crate\protocols\ssl\SslContextProviderService.java,120,21,18,159,13.20754716981132
.\server\src\main\java\io\crate\protocols\ssl\SslSettings.java,72,24,22,118,20.338983050847457
.\server\src\main\java\io\crate\protocols\SSL.java,40,29,7,76,38.1578947368421
.\server\src\main\java\io\crate\replication\logical\action\CreatePublicationRequest.java,55,20,12,87,22.988505747126435
.\server\src\main\java\io\crate\replication\logical\action\CreateSubscriptionRequest.java,58,20,13,91,21.978021978021978
.\server\src\main\java\io\crate\replication\logical\action\DropPublicationRequest.java,30,20,10,60,33.333333333333336
.\server\src\main\java\io\crate\replication\logical\action\DropSubscriptionAction.java,123,24,21,168,14.285714285714286
.\server\src\main\java\io\crate\replication\logical\action\DropSubscriptionRequest.java,30,20,10,60,33.333333333333336
.\server\src\main\java\io\crate\replication\logical\action\GetFileChunkAction.java,163,20,32,215,9.30232558139535
.\server\src\main\java\io\crate\replication\logical\action\GetStoreMetadataAction.java,110,20,25,155,12.903225806451612
.\server\src\main\java\io\crate\replication\logical\action\PublicationsStateAction.java,203,31,35,269,11.524163568773234
.\server\src\main\java\io\crate\replication\logical\action\ReleasePublisherResourcesAction.java,86,20,18,124,16.129032258064516
.\server\src\main\java\io\crate\replication\logical\action\ReplayChangesAction.java,261,26,35,322,8.074534161490684
.\server\src\main\java\io\crate\replication\logical\action\RestoreShardRequest.java,70,20,14,104,19.23076923076923
.\server\src\main\java\io\crate\replication\logical\action\ShardChangesAction.java,273,28,45,346,8.092485549132949
.\server\src\main\java\io\crate\replication\logical\action\TransportAlterPublication.java,151,21,26,198,10.606060606060606
.\server\src\main\java\io\crate\replication\logical\action\TransportCreatePublication.java,89,23,16,128,17.96875
.\server\src\main\java\io\crate\replication\logical\action\TransportCreateSubscription.java,187,25,30,242,10.330578512396695
.\server\src\main\java\io\crate\replication\logical\action\TransportDropPublication.java,68,20,14,102,19.607843137254903
.\server\src\main\java\io\crate\replication\logical\action\UpdateSubscriptionAction.java,141,20,29,190,10.526315789473685
.\server\src\main\java\io\crate\replication\logical\analyze\AnalyzedAlterPublication.java,34,20,11,65,30.76923076923077
.\server\src\main\java\io\crate\replication\logical\analyze\AnalyzedAlterSubscription.java,27,20,10,57,35.08771929824562
.\server\src\main\java\io\crate\replication\logical\analyze\AnalyzedCreatePublication.java,33,20,11,64,31.25
.\server\src\main\java\io\crate\replication\logical\analyze\AnalyzedCreateSubscription.java,43,20,12,75,26.666666666666668
.\server\src\main\java\io\crate\replication\logical\analyze\AnalyzedDropPublication.java,26,20,10,56,35.714285714285715
.\server\src\main\java\io\crate\replication\logical\analyze\AnalyzedDropSubscription.java,32,20,11,63,31.746031746031747
.\server\src\main\java\io\crate\replication\logical\analyze\LogicalReplicationAnalyzer.java,148,20,16,184,10.869565217391305
.\server\src\main\java\io\crate\replication\logical\engine\SubscriberEngine.java,54,20,12,86,23.25581395348837
.\server\src\main\java\io\crate\replication\logical\exceptions\CreateSubscriptionException.java,17,20,8,45,44.44444444444444
.\server\src\main\java\io\crate\replication\logical\exceptions\InvalidShardEngineException.java,9,26,6,41,63.41463414634146
.\server\src\main\java\io\crate\replication\logical\exceptions\MissingShardOperationsException.java,30,20,9,59,33.898305084745765
.\server\src\main\java\io\crate\replication\logical\exceptions\NoSubscriptionForIndexException.java,9,24,6,39,61.53846153846154
.\server\src\main\java\io\crate\replication\logical\exceptions\PublicationAlreadyExistsException.java,15,20,6,41,48.78048780487805
.\server\src\main\java\io\crate\replication\logical\exceptions\PublicationUnknownException.java,15,20,6,41,48.78048780487805
.\server\src\main\java\io\crate\replication\logical\exceptions\SubscriptionAlreadyExistsException.java,15,20,6,41,48.78048780487805
.\server\src\main\java\io\crate\replication\logical\exceptions\SubscriptionUnknownException.java,15,20,6,41,48.78048780487805
.\server\src\main\java\io\crate\replication\logical\LogicalReplicationService.java,341,34,36,411,8.27250608272506
.\server\src\main\java\io\crate\replication\logical\LogicalReplicationSettings.java,150,38,24,212,17.92452830188679
.\server\src\main\java\io\crate\replication\logical\metadata\ConnectionInfo.java,204,28,32,264,10.606060606060606
.\server\src\main\java\io\crate\replication\logical\metadata\pgcatalog\PgPublicationTable.java,26,20,8,54,37.03703703703704
.\server\src\main\java\io\crate\replication\logical\metadata\pgcatalog\PgPublicationTablesTable.java,42,21,9,72,29.166666666666668
.\server\src\main\java\io\crate\replication\logical\metadata\pgcatalog\PgSubscriptionRelTable.java,45,21,9,75,28.0
.\server\src\main\java\io\crate\replication\logical\metadata\pgcatalog\PgSubscriptionTable.java,28,20,7,55,36.36363636363637
.\server\src\main\java\io\crate\replication\logical\metadata\Publication.java,166,26,24,216,12.037037037037036
.\server\src\main\java\io\crate\replication\logical\metadata\PublicationsMetadata.java,128,44,22,194,22.68041237113402
.\server\src\main\java\io\crate\replication\logical\metadata\RelationMetadata.java,38,24,8,70,34.285714285714285
.\server\src\main\java\io\crate\replication\logical\metadata\Subscription.java,134,22,25,181,12.154696132596685
.\server\src\main\java\io\crate\replication\logical\metadata\SubscriptionsMetadata.java,186,42,24,252,16.666666666666668
.\server\src\main\java\io\crate\replication\logical\MetadataTracker.java,516,42,52,610,6.885245901639344
.\server\src\main\java\io\crate\replication\logical\package-info.java,1,41,2,44,93.18181818181819
.\server\src\main\java\io\crate\replication\logical\plan\AlterPublicationPlan.java,35,20,7,62,32.25806451612903
.\server\src\main\java\io\crate\replication\logical\plan\CreatePublicationPlan.java,36,20,8,64,31.25
.\server\src\main\java\io\crate\replication\logical\plan\CreateSubscriptionPlan.java,71,20,16,107,18.69158878504673
.\server\src\main\java\io\crate\replication\logical\plan\DropPublicationPlan.java,31,20,7,58,34.48275862068966
.\server\src\main\java\io\crate\replication\logical\plan\DropSubscriptionPlan.java,32,20,8,60,33.333333333333336
.\server\src\main\java\io\crate\replication\logical\repository\LogicalReplicationRepository.java,464,35,51,550,6.363636363636363
.\server\src\main\java\io\crate\replication\logical\repository\PublisherRestoreService.java,176,45,33,254,17.716535433070867
.\server\src\main\java\io\crate\replication\logical\repository\RemoteClusterMultiChunkTransfer.java,126,21,14,161,13.043478260869565
.\server\src\main\java\io\crate\replication\logical\repository\RemoteClusterRepositoryFileChunk.java,26,20,9,55,36.36363636363637
.\server\src\main\java\io\crate\replication\logical\seqno\RetentionLeaseHelper.java,91,25,11,127,19.68503937007874
.\server\src\main\java\io\crate\replication\logical\ShardReplicationChangesTracker.java,324,49,28,401,12.219451371571072
.\server\src\main\java\io\crate\replication\logical\ShardReplicationService.java,110,20,16,146,13.698630136986301
.\server\src\main\java\io\crate\rest\action\HttpError.java,117,22,18,157,14.012738853503185
.\server\src\main\java\io\crate\rest\action\HttpErrorStatus.java,101,42,24,167,25.149700598802394
.\server\src\main\java\io\crate\rest\action\RestBulkRowCountReceiver.java,43,21,12,76,27.63157894736842
.\server\src\main\java\io\crate\rest\action\RestResultSetReceiver.java,77,20,15,112,17.857142857142858
.\server\src\main\java\io\crate\rest\action\RestRowCountReceiver.java,72,20,15,107,18.69158878504673
.\server\src\main\java\io\crate\rest\action\ResultToXContentBuilder.java,111,36,22,169,21.301775147928993
.\server\src\main\java\io\crate\rest\action\SqlHttpHandler.java,256,28,22,306,9.15032679738562
.\server\src\main\java\io\crate\role\AlterRoleRequest.java,83,20,14,117,17.094017094017094
.\server\src\main\java\io\crate\role\CreateRoleRequest.java,80,20,15,115,17.391304347826086
.\server\src\main\java\io\crate\role\DropRoleRequest.java,30,20,10,60,33.333333333333336
.\server\src\main\java\io\crate\role\DropRoleTask.java,84,20,15,119,16.80672268907563
.\server\src\main\java\io\crate\role\GrantedRole.java,76,20,13,109,18.34862385321101
.\server\src\main\java\io\crate\role\GrantedRolesChange.java,48,28,13,89,31.46067415730337
.\server\src\main\java\io\crate\role\JwtProperties.java,88,29,13,130,22.307692307692307
.\server\src\main\java\io\crate\role\metadata\RolesMetadata.java,196,55,31,282,19.50354609929078
.\server\src\main\java\io\crate\role\metadata\SysPrivilegesTableInfo.java,35,20,9,64,31.25
.\server\src\main\java\io\crate\role\metadata\SysRolesTableInfo.java,20,20,7,47,42.5531914893617
.\server\src\main\java\io\crate\role\metadata\SysUsersTableInfo.java,34,20,8,62,32.25806451612903
.\server\src\main\java\io\crate\role\metadata\UsersMetadata.java,125,40,25,190,21.05263157894737
.\server\src\main\java\io\crate\role\metadata\UsersPrivilegesMetadata.java,104,35,20,159,22.0125786163522
.\server\src\main\java\io\crate\role\Permission.java,10,23,4,37,62.16216216216216
.\server\src\main\java\io\crate\role\Policy.java,8,21,4,33,63.63636363636363
.\server\src\main\java\io\crate\role\Privilege.java,119,33,17,169,19.526627218934912
.\server\src\main\java\io\crate\role\Privileges.java,98,30,17,145,20.689655172413794
.\server\src\main\java\io\crate\role\PrivilegesModifier.java,151,33,19,203,16.25615763546798
.\server\src\main\java\io\crate\role\PrivilegesRequest.java,65,20,13,98,20.408163265306122
.\server\src\main\java\io\crate\role\PrivilegesResponse.java,32,20,10,62,32.25806451612903
.\server\src\main\java\io\crate\role\Role.java,344,51,41,436,11.697247706422019
.\server\src\main\java\io\crate\role\RoleManager.java,23,63,9,95,66.3157894736842
.\server\src\main\java\io\crate\role\RoleManagerDDLModifier.java,108,22,23,153,14.379084967320262
.\server\src\main\java\io\crate\role\RoleManagerService.java,107,20,19,146,13.698630136986301
.\server\src\main\java\io\crate\role\RolePrivileges.java,152,28,19,199,14.07035175879397
.\server\src\main\java\io\crate\role\Roles.java,119,64,24,207,30.917874396135264
.\server\src\main\java\io\crate\role\RolesService.java,67,20,14,101,19.801980198019802
.\server\src\main\java\io\crate\role\scalar\UserFunction.java,47,20,9,76,26.31578947368421
.\server\src\main\java\io\crate\role\Securable.java,9,20,5,34,58.8235294117647
.\server\src\main\java\io\crate\role\SecureHash.java,137,49,24,210,23.333333333333332
.\server\src\main\java\io\crate\role\Subject.java,22,24,6,52,46.15384615384615
.\server\src\main\java\io\crate\role\TransportAlterRole.java,165,22,26,213,10.328638497652582
.\server\src\main\java\io\crate\role\TransportCreateRole.java,131,26,20,177,14.689265536723164
.\server\src\main\java\io\crate\role\TransportDropRole.java,82,22,19,123,17.88617886178862
.\server\src\main\java\io\crate\role\TransportPrivileges.java,156,22,30,208,10.576923076923077
.\server\src\main\java\io\crate\role\WriteRoleResponse.java,24,20,9,53,37.735849056603776
.\server\src\main\java\io\crate\server\cli\CommandLoggingConfigurator.java,11,27,5,43,62.7906976744186
.\server\src\main\java\io\crate\server\cli\EnvironmentAwareCommand.java,87,30,17,134,22.388059701492537
.\server\src\main\java\io\crate\server\xcontent\LoggingDeprecationHandler.java,21,36,8,65,55.38461538461539
.\server\src\main\java\io\crate\server\xcontent\ServerXContentExtension.java,163,24,10,197,12.182741116751268
.\server\src\main\java\io\crate\server\xcontent\XContentHelper.java,164,57,16,237,24.050632911392405
.\server\src\main\java\io\crate\server\xcontent\XContentMapValues.java,45,18,12,75,24.0
.\server\src\main\java\io\crate\server\xcontent\XContentParserUtils.java,27,33,11,71,46.478873239436616
.\server\src\main\java\io\crate\session\BaseResultReceiver.java,34,20,12,66,30.303030303030305
.\server\src\main\java\io\crate\session\CollectingResultReceiver.java,46,23,13,82,28.048780487804876
.\server\src\main\java\io\crate\session\Cursor.java,270,33,32,335,9.850746268656716
.\server\src\main\java\io\crate\session\Cursors.java,63,26,15,104,25.0
.\server\src\main\java\io\crate\session\DCLStatementDispatcher.java,35,25,11,71,35.2112676056338
.\server\src\main\java\io\crate\session\DeferredExecution.java,21,20,9,50,40.0
.\server\src\main\java\io\crate\session\DescribeResult.java,38,32,12,82,39.02439024390244
.\server\src\main\java\io\crate\session\parser\SQLArgsParseElement.java,32,20,7,59,33.898305084745765
.\server\src\main\java\io\crate\session\parser\SQLBulkArgsParseElement.java,28,20,7,55,36.36363636363637
.\server\src\main\java\io\crate\session\parser\SQLParseElement.java,5,33,4,42,78.57142857142857
.\server\src\main\java\io\crate\session\parser\SQLParseSourceException.java,7,23,4,34,67.6470588235294
.\server\src\main\java\io\crate\session\parser\SQLRequestParseContext.java,25,23,10,58,39.6551724137931
.\server\src\main\java\io\crate\session\parser\SQLRequestParser.java,68,30,10,108,27.77777777777778
.\server\src\main\java\io\crate\session\parser\SQLStmtParseElement.java,16,27,5,48,56.25
.\server\src\main\java\io\crate\session\PreparedStmt.java,44,25,12,81,30.864197530864196
.\server\src\main\java\io\crate\session\ResultReceiver.java,13,33,10,56,58.92857142857143
.\server\src\main\java\io\crate\session\RetryOnFailureResultReceiver.java,81,20,16,117,17.094017094017094
.\server\src\main\java\io\crate\session\RowConsumerToResultReceiver.java,147,31,18,196,15.816326530612244
.\server\src\main\java\io\crate\session\Session.java,900,150,92,1142,13.134851138353765
.\server\src\main\java\io\crate\session\Sessions.java,199,35,30,264,13.257575757575758
.\server\src\main\java\io\crate\statistics\ColumnSketchBuilder.java,192,44,42,278,15.827338129496402
.\server\src\main\java\io\crate\statistics\ColumnStats.java,126,21,21,168,12.5
.\server\src\main\java\io\crate\statistics\ColumnStatsEntry.java,22,20,8,50,40.0
.\server\src\main\java\io\crate\statistics\ColumnStatsSupport.java,32,36,12,80,45.0
.\server\src\main\java\io\crate\statistics\DistinctValuesSketch.java,71,38,20,129,29.45736434108527
.\server\src\main\java\io\crate\statistics\FetchSampleRequest.java,91,20,15,126,15.873015873015873
.\server\src\main\java\io\crate\statistics\FetchSampleResponse.java,26,20,11,57,35.08771929824562
.\server\src\main\java\io\crate\statistics\HistogramSketch.java,64,24,16,104,23.076923076923077
.\server\src\main\java\io\crate\statistics\MostCommonValues.java,75,20,21,116,17.24137931034483
.\server\src\main\java\io\crate\statistics\MostCommonValuesSketch.java,91,24,22,137,17.51824817518248
.\server\src\main\java\io\crate\statistics\package-info.java,1,55,1,57,96.49122807017544
.\server\src\main\java\io\crate\statistics\PublishTableStatsRequest.java,32,20,10,62,32.25806451612903
.\server\src\main\java\io\crate\statistics\Reservoir.java,35,37,11,83,44.57831325301205
.\server\src\main\java\io\crate\statistics\ReservoirSampler.java,347,24,54,425,5.647058823529412
.\server\src\main\java\io\crate\statistics\Samples.java,80,20,12,112,17.857142857142858
.\server\src\main\java\io\crate\statistics\SketchRamAccounting.java,47,28,12,87,32.18390804597701
.\server\src\main\java\io\crate\statistics\SketchStreamer.java,94,20,26,140,14.285714285714286
.\server\src\main\java\io\crate\statistics\Stats.java,109,20,17,146,13.698630136986301
.\server\src\main\java\io\crate\statistics\TableStats.java,43,45,12,100,45.0
.\server\src\main\java\io\crate\statistics\TableStatsService.java,440,31,47,518,5.984555984555985
.\server\src\main\java\io\crate\statistics\TransportAnalyzeAction.java,198,22,20,240,9.166666666666666
.\server\src\main\java\io\crate\Streamer.java,8,20,6,34,58.8235294117647
.\server\src\main\java\io\crate\time\StrictISODateTimeFormat.java,900,880,151,1931,45.57224236147074
.\server\src\main\java\io\crate\types\ArrayType.java,458,45,58,561,8.02139037433155
.\server\src\main\java\io\crate\types\BitStringType.java,245,29,41,315,9.206349206349206
.\server\src\main\java\io\crate\types\BooleanType.java,226,20,35,281,7.117437722419929
.\server\src\main\java\io\crate\types\ByteType.java,130,21,26,177,11.864406779661017
.\server\src\main\java\io\crate\types\CharacterType.java,191,24,31,246,9.75609756097561
.\server\src\main\java\io\crate\types\DataType.java,213,131,46,390,33.58974358974359
.\server\src\main\java\io\crate\types\DataTypes.java,493,68,60,621,10.950080515297907
.\server\src\main\java\io\crate\types\DataTypesBwc.java,59,30,9,98,30.612244897959183
.\server\src\main\java\io\crate\types\DateType.java,134,22,26,182,12.087912087912088
.\server\src\main\java\io\crate\types\DoubleType.java,188,24,31,243,9.876543209876543
.\server\src\main\java\io\crate\types\EqQuery.java,35,31,10,76,40.78947368421053
.\server\src\main\java\io\crate\types\FixedWidthType.java,4,34,3,41,82.92682926829268
.\server\src\main\java\io\crate\types\FloatType.java,192,24,31,247,9.7165991902834
.\server\src\main\java\io\crate\types\FloatVectorType.java,178,21,34,233,9.012875536480687
.\server\src\main\java\io\crate\types\GeoPointType.java,212,25,34,271,9.22509225092251
.\server\src\main\java\io\crate\types\GeoShapeType.java,184,29,32,245,11.83673469387755
.\server\src\main\java\io\crate\types\IntegerLiteralTypeSignature.java,31,20,11,62,32.25806451612903
.\server\src\main\java\io\crate\types\IntegerType.java,141,20,27,188,10.638297872340425
.\server\src\main\java\io\crate\types\IntEqQuery.java,51,20,7,78,25.641025641025642
.\server\src\main\java\io\crate\types\IntervalType.java,149,27,22,198,13.636363636363637
.\server\src\main\java\io\crate\types\IpType.java,185,21,28,234,8.974358974358974
.\server\src\main\java\io\crate\types\JsonType.java,68,20,18,106,18.867924528301888
.\server\src\main\java\io\crate\types\LongEqQuery.java,49,20,7,76,26.31578947368421
.\server\src\main\java\io\crate\types\LongType.java,133,20,26,179,11.1731843575419
.\server\src\main\java\io\crate\types\MapComparator.java,48,20,5,73,27.397260273972602
.\server\src\main\java\io\crate\types\NotSupportedType.java,48,20,15,83,24.096385542168676
.\server\src\main\java\io\crate\types\NumericEqQuery.java,228,20,29,277,7.2202166064981945
.\server\src\main\java\io\crate\types\NumericStorage.java,168,35,29,232,15.086206896551724
.\server\src\main\java\io\crate\types\NumericType.java,320,31,45,396,7.828282828282828
.\server\src\main\java\io\crate\types\ObjectType.java,520,46,69,635,7.244094488188976
.\server\src\main\java\io\crate\types\OidVectorType.java,45,20,14,79,25.31645569620253
.\server\src\main\java\io\crate\types\ParameterTypeSignature.java,41,23,14,78,29.487179487179485
.\server\src\main\java\io\crate\types\Regclass.java,67,23,19,109,21.10091743119266
.\server\src\main\java\io\crate\types\RegclassType.java,102,25,20,147,17.006802721088434
.\server\src\main\java\io\crate\types\Regproc.java,60,29,15,104,27.884615384615383
.\server\src\main\java\io\crate\types\RegprocType.java,79,20,17,116,17.24137931034483
.\server\src\main\java\io\crate\types\Regtype.java,60,20,16,96,20.833333333333332
.\server\src\main\java\io\crate\types\RegtypeType.java,82,20,20,122,16.39344262295082
.\server\src\main\java\io\crate\types\ResultSetParser.java,138,28,9,175,16.0
.\server\src\main\java\io\crate\types\RowType.java,156,24,28,208,11.538461538461538
.\server\src\main\java\io\crate\types\ShortType.java,129,21,27,177,11.864406779661017
.\server\src\main\java\io\crate\types\StorageSupport.java,61,38,22,121,31.40495867768595
.\server\src\main\java\io\crate\types\StringType.java,372,29,52,453,6.401766004415011
.\server\src\main\java\io\crate\types\TimestampType.java,217,22,38,277,7.9422382671480145
.\server\src\main\java\io\crate\types\TimeTZ.java,41,20,11,72,27.77777777777778
.\server\src\main\java\io\crate\types\TimeTZParser.java,102,67,12,181,37.01657458563536
.\server\src\main\java\io\crate\types\TimeTZType.java,97,20,21,138,14.492753623188406
.\server\src\main\java\io\crate\types\TypeCompatibility.java,42,21,5,68,30.88235294117647
.\server\src\main\java\io\crate\types\TypeSignature.java,218,47,35,300,15.666666666666666
.\server\src\main\java\io\crate\types\TypeSignatureParsingException.java,23,20,11,54,37.03703703703704
.\server\src\main\java\io\crate\types\TypeSignaturesASTVisitor.java,82,20,19,121,16.52892561983471
.\server\src\main\java\io\crate\types\TypeSignatureType.java,18,20,9,47,42.5531914893617
